Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
BlaBlaCar,2000000000.0,2015-09-16,Auto & transportation,Paris,France,Europe,2006,44900000000.0,"Accel Partners, Index Ventures, Insight Venture Partners"
Black Sesame Technologies,2000000000.0,2021-09-22,Artificial intelligence,Shanghai,China,Asia,2016,11500000000.0,"Northern Light Venture Capital, Xiaomi, FutureX Capital"
Bunq,2000000000.0,2021-06-18,Fintech,Amsterdam,Netherlands,Europe,2013,28100000000.0,Undisclosed
Calm,2000000000.0,2019-02-06,Consumer & retail,San Francisco,United States,North America,2012,21800000000.0,"Insight Venture Partners, TPG Growth, Sound Ventures"
Chipper Cash,2000000000.0,2021-05-31,Fintech,San Francisco,United States,North America,2017,30200000000.0,"Deciens Capital, Bezos Expeditions, 500 Startups"
Clearco,2000000000.0,2021-04-20,Fintech,Toronto,Canada,North America,2015,43300000000.0,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners"
ClickHouse,2000000000.0,2021-10-28,Data management & analytics,Portola Valley,United States,North America,2021,30000000000.0,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital"
Clip,2000000000.0,2021-06-10,Fintech,Mexico City,Mexico,North America,2012,38100000000.0,"Alta Ventures Mexico, General Atlantic, SoftBank Group"
Cloudinary,2000000000.0,2022-02-15,Internet software & services,Santa Clara,United States,North America,2011,10000000000.0,"Blackstone, Bessemer Venture Partners"
Deliverr,2000000000.0,2021-11-22,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,45600000000.0,"8VC, Activant Capital, GLP Capital Partners"
Divvy Homes,2000000000.0,2021-08-13,Fintech,San Francisco,United States,North America,2017,37000000000.0,"Andreessen Horowitz, Caffeinated Capital, SciFi VC"
Dremio,2000000000.0,2021-01-06,Data management & analytics,Santa Clara,United States,North America,2015,41000000000.0,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners"
Druva,2000000000.0,2019-06-20,Data management & analytics,Sunnyvale,United States,North America,2007,47500000000.0,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital"
Everlaw,2000000000.0,2020-03-10,Internet software & services,Oakland,United States,North America,2010,29900000000.0,"K9 Ventures, Menlo Ventures, Andreessen Horowitz"
Exotec,2000000000.0,2022-01-17,Hardware,Croix,France,Europe,2015,45000000000.0,"Breega Capital, Iris Capital, 360 Capital Partners"
Formlabs,2000000000.0,2018-08-01,Hardware,Somerville,United States,North America,2011,25100000000.0,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group"
Guoquan Shihui,2000000000.0,2021-03-17,Consumer & retail,Shanghai,China,Asia,2017,52300000000.0,"Tiantu Capital, CMB International Capital, Vision Knight Capital"
Hive,2000000000.0,2021-04-21,Artificial intelligence,San Francisco,United States,North America,2013,12100000000.0,"Tomales Bay Capital, Bain & Company, General Catalyst"
HuiMin,2000000000.0,2016-09-05,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,51700000000.0,"Zheshang Venture Capital, GP Capital, Western Capital Management"
Iterable,2000000000.0,2021-06-15,Internet software & services,San Francisco,United States,North America,2013,34200000000.0,"CRV, Blue Cloud Ventures, Index Ventures"
Kajabi,2000000000.0,2021-05-04,Internet software & services,Irvine,United States,North America,2010,55000000000.0,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity"
Kaseya,2000000000.0,2019-03-27,Cybersecurity,Miami,United States,North America,2000,54500000000.0,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund"
Keep,2000000000.0,2020-05-19,Mobile & telecommunications,Beijing,China,Asia,2014,61400000000.0,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital"
KRY,2000000000.0,2021-04-27,Health,Stockholm,Sweden,Europe,2014,56900000000.0,"Index Ventures, Creandum, Accel"
Loggi,2000000000.0,2019-06-05,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,50700000000.0,"Qualcomm Ventures, SoftBank Group, Monashees+"
LTK,2000000000.0,2021-11-22,Internet software & services,Dallas,United States,North America,2011,31500000000.0,"SoftBank Group, Maverick Capital"
Lunar,2000000000.0,2021-07-12,Fintech,Aarhus,Denmark,Europe,2015,44800000000.0,"SEED Capital, Greyhound Capital, Socii Capital"
Mafengwo,2000000000.0,2019-05-23,Travel,Beijing,China,Asia,2010,50300000000.0,"Qiming Venture Partners, Capital Today, General Atlantic"
Magic Leap,2000000000.0,2014-10-21,Hardware,Plantation,United States,North America,2010,3000000000.0,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"
Misfits Market,2000000000.0,2021-04-21,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,52700000000.0,"Accel, D1 Capita Partners, Greenoaks Capital Management"
Modern Treasury,2000000000.0,2021-10-06,Fintech,San Francisco,United States,North America,2018,18300000000.0,"Benchmark, Altimeter Capital, Quiet Capital"
MURAL,2000000000.0,2021-07-20,Internet software & services,San Francisco,United States,North America,2011,19200000000.0,"Insight Partners, Tiger Global Management, Gradient Ventures"
Mynt,2000000000.0,2021-11-01,Fintech,Taguig City,Philippines,Asia,2015,47500000000.0,"Insight Partners, Warburg Pincus, Ayala Corporation"
Neo4j,2000000000.0,2021-06-17,Data management & analytics,San Mateo,United States,North America,2007,40800000000.0,"Eight Roads Ventures, One Peak Partners, Creandum"
Netlify,2000000000.0,2021-11-17,Internet software & services,San Francisco,United States,North America,2014,20200000000.0,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures"
OCSiAl,2000000000.0,2019-03-04,Other,Leudelange,Luxembourg,Europe,2012,28500000000.0,"A&NN, Rusnano"
Opay,2000000000.0,2021-08-23,Fintech,Lagos,Nigeria,Africa,2018,57000000000.0,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China"
Pipe,2000000000.0,2021-05-19,Fintech,Miami,United States,North America,2019,56600000000.0,"next47, MaC Venture Capital, FinVC"
Preferred Networks,2000000000.0,2018-05-17,Artificial intelligence,Tokyo,Japan,Asia,2014,14700000000.0,"Toyota Motor Corporation, Mizuho Financial Group, FANUC"
Quora,2000000000.0,2017-04-21,Internet software & services,Mountain View,United States,North America,2009,22600000000.0,"Y Combinator, Matrix Partners, Benchmark"
Redis Labs,2000000000.0,2020-08-25,Data management & analytics,Mountain View,United States,North America,2011,35600000000.0,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"
SmartNews,2000000000.0,2019-08-05,Mobile & telecommunications,Tokyo,Japan,Asia,2012,41000000000.0,"Japan Post Capital, Globis Capital Partners, Atomico"
Spring Health,2000000000.0,2021-09-16,Health,New York,United States,North America,2016,29600000000.0,"Rethink Impact, Work-Bench, RRE Ventures"
StarkWare,2000000000.0,2021-11-17,Cybersecurity,Netanya,Israel,Asia,2018,16100000000.0,"Sequoia Capital, Paradigm, Pantera Capital"
SWORD Health,2000000000.0,2021-11-22,Health,New York,United States,North America,2015,29600000000.0,"Khosla Ventures, Green Innovations, Founders Fund"
Tier,2000000000.0,2021-10-25,Travel,Berlin,Germany,Europe,2018,58700000000.0,"Northzone Ventures, White Star Capital, Novator Partners"
Trendy Group International,2000000000.0,2012-02-13,Consumer & retail,Kowloon,Hong Kong,Asia,1999,20000000000.0,L Capital Partners
Unqork,2000000000.0,2020-10-06,Fintech,New York,United States,North America,2017,36500000000.0,"Blackrock, capitalG, World Lab Innovation"
VerbIT,2000000000.0,2021-06-08,Artificial intelligence,New York,United States,North America,2016,43200000000.0,"ClalTech, Vertex Ventures, Oryzn Capital"
Virta Health,2000000000.0,2020-12-02,Health,San Francisco,United States,North America,2015,37300000000.0,"Caffeinated Capital, Obvious Ventures, Venrock"
Xinchao Media,2000000000.0,2018-04-09,Internet software & services,Chengdu,China,Asia,2007,76800000000.0,"JD.com, Baidu, Vision Plus Capital"
Xingyun Group,2000000000.0,2020-09-24,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,95000000000.0,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings"
XtalPi,2000000000.0,2021-08-11,Artificial intelligence,Shenzhen,China,Asia,2014,78600000000.0,"Tencent Holdings, 5Y Capital, Sequoia Capital China"
Zilch,2000000000.0,2021-11-10,Fintech,London,United Kingdom,Europe,2018,33900000000.0,"Gauss Ventures, Ventura Capital, dmg ventures"
56PINGTAI,1000000000.0,2021-01-25,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,18800000000.0,"QF Capital, QC Capital, Unicom Innovation Venture Capital"
Alzheon,1000000000.0,2020-09-30,Health,Framingham,United States,North America,2013,9400000000.0,"ARCH Venture Partners, Ally Bridge Group"
Aprogen,1000000000.0,2019-05-31,Health,Seongnam-Si,South Korea,Asia,2000,6200000000.0,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical"
Axtria,1000000000.0,2021-05-13,Data management & analytics,Berkeley Heights,United States,North America,2009,20600000000.0,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"
Cell C,1000000000.0,2017-08-07,Mobile & telecommunications,Midrand,South Africa,Africa,2000,54700000000.0,"Blue Label Telecoms, Net1 UEPS Technologies"
China Cloud,1000000000.0,2018-06-11,Hardware,Wuxi,China,Asia,2010,52300000000.0,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
CredAvenue,1000000000.0,2022-03-07,Fintech,Chennai,India,Asia,2017,22700000000.0,"Insight Partners, B Capital Group, Lightspeed Venture Partners"
DeepBlue Technology,1000000000.0,2018-04-16,Artificial intelligence,Shanghai,China,Asia,2014,7900000000.0,"DESUN Capital, Yunfeng Capital, Meridian Capital"
dMed Biopharmaceutical,1000000000.0,2021-07-12,Health,Shanghai,China,Asia,2016,21400000000.0,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China"
Einride,1000000000.0,2021-12-31,Auto & transportation,Stockholm,Sweden,Europe,2016,15100000000.0,"Temasek, BUILD Capital Partners, Northzone Ventures"
EQRx,1000000000.0,2021-01-11,Health,Cambridge,United States,North America,2020,70000000000.0,"Nextech Invest, Casdin Capital, Google Ventures"
Everly Health,1000000000.0,2020-12-03,E-commerce & direct-to-consumer,Austin,United States,North America,2015,23100000000.0,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
Fair,1000000000.0,2018-12-20,Auto & transportation,Santa Monica,United States,North America,2016,2000000000.0,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
Flipboard,1000000000.0,2015-07-22,Internet software & services,Palo Alto,United States,North America,2010,21100000000.0,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
Globality,1000000000.0,2019-01-22,Artificial intelligence,Menlo Park,United States,North America,2015,31000000000.0,SoftBank Group
Hosjoy,1000000000.0,2018-10-18,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,13900000000.0,"U.S.-China Green Fund, Founder H Fund, Richland Equities"
Huisuanzhang,1000000000.0,2021-05-24,Fintech,Beijing,China,Asia,2015,22700000000.0,"IDG Capital, Gaocheng Capital, Chuanrong Capital"
HuJiang,1000000000.0,2015-10-29,Edtech,Shanghai,China,Asia,2001,22300000000.0,"China Minsheng Investment, Baidu, Wanxin Media"
Hyperchain,1000000000.0,2021-04-11,Fintech,Hangzhou,China,Asia,2016,24900000000.0,"Yinhong Equity Investment Fund, E Fund, Ideal International"
iTutorGroup,1000000000.0,2015-11-18,Edtech,Shanghai,China,Asia,1998,31500000000.0,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
JimuBox,1000000000.0,2015-04-21,Fintech,Beijing,China,Asia,2013,13100000000.0,"Matrix Partners China, Ventech China, Shunwei Capital Partners"
Juma Peisong,1000000000.0,2018-11-26,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,28100000000.0,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
Justworks,1000000000.0,2020-01-28,Internet software & services,New York,United States,North America,2012,14300000000.0,"Index Ventures, Thrive Capital, Bain Capital Ventures"
Keenon Robotics,1000000000.0,2021-09-15,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,22900000000.0,"Yunqi Partners, SoftBank Group, iVision Ventures"
Kuaigou Dache,1000000000.0,2018-07-13,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,65000000000.0,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
LifeMiles,1000000000.0,2015-07-13,Other,Bogota,Colombia,South America,2011,34400000000.0,Advent International
LinkSure Network,1000000000.0,2015-01-01,Mobile & telecommunications,Shanghai,China,Asia,2013,5200000000.0,
MobiKwik,1000000000.0,2021-10-13,Fintech,Gurugram,India,Asia,2009,24900000000.0,"Sequoia Capital India, The Times Group, GMO VenturePartners"
Modernizing Medicine,1000000000.0,2017-05-10,Health,Boca Raton,United States,North America,2010,39400000000.0,"Warburg Pincus, Summit Partners, Sands Capital"
OVH,1000000000.0,2016-08-15,Other,Roubaix,France,Europe,1999,1000000000.0,"KKR, TowerBrook Capital Partners"
Phenom People,1000000000.0,2021-04-07,Internet software & services,Ambler,United States,North America,2011,16300000000.0,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
Pipa Coding,1000000000.0,2021-03-25,Edtech,Beijing,China,Asia,2017,26800000000.0,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
Qingting FM,1000000000.0,2021-06-02,Internet software & services,Shanghai,China,Asia,2011,16400000000.0,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"
Rad Power Bikes,1000000000.0,2021-10-28,Auto & transportation,Seattle,United States,North America,2007,32900000000.0,"Durable Capital Partners, Cercano Management, T. Rowe Price"
Shukun Technology,1000000000.0,2021-08-16,Artificial Intelligence,Beijing,China,Asia,2017,21100000000.0,"Marathon Venture Partners, Huagai Capital, China Creation Ventures"
Shulan Health,1000000000.0,2021-03-01,Health,Hangzhou,China,Asia,2015,4300000000.0,Qiming Venture Partners
Snapdeal,1000000000.0,2014-05-21,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2000000000.0,"SoftBankGroup, Blackrock, Alibaba Group"
SumUp,1000000000.0,2019-07-16,Fintech,London,United Kingdom,Europe,2011,1000000000.0,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
TalkingData,1000000000.0,2021-01-06,Mobile & telecommunications,Beijing,China,Asia,2013,31000000000.0,"N5 Capital, CR Capital Mgmt, JD Digits"
TUNGEE,1000000000.0,2021-12-15,Artificial Intelligence,Guangzhou,China,Asia,2016,17100000000.0,"UNITY VENTURES, Qiming Venture Partners, GGV Capital"
UISEE Technology,1000000000.0,2021-01-25,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,15400000000.0,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"
Valgen Medtech,1000000000.0,2021-05-06,Health,Hangzhou,China,Asia,2015,18800000000.0,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
Vectra Networks,1000000000.0,2021-04-29,Artificial intelligence,San Jose,United States,North America,2011,35200000000.0,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
Venafi,1000000000.0,2020-12-10,Cybersecurity,Salt Lake City,United States,North America,2000,17400000000.0,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Wacai,1000000000.0,2018-07-18,Mobile & telecommunications,Hangzhou,China,Asia,2009,36900000000.0,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
WeBull,1000000000.0,2021-02-18,Fintech,Changsha,China,Asia,2016,23000000000.0,"Bojiang Capital, Hongdao Capital, Mobai Capital"
WTOIP,1000000000.0,2018-04-08,Internet software & services,Guangzhou,China,Asia,2013,30700000000.0,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
Xiaoe Tech,1000000000.0,2021-06-15,Internet software & services,Shenzhen,China,Asia,2015,14900000000.0,"GGV Capital, Hillhouse Capital Management, IDG Capital"
Yiguo,1000000000.0,2016-11-09,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,80000000000.0,"Alibaba Group, KKR, Goldman Sachs"
Yimidida,1000000000.0,2019-01-14,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,55400000000.0,"Source Code Capital, Global Logistic Properties, K2VC"
Yipin Shengxian,1000000000.0,2019-03-11,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,65800000000.0,"Eastern Bell Capital, Capital Today, Longzhu Capital"
Ynsect,1000000000.0,2019-02-21,Other,Evry,France,Europe,2011,39300000000.0,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
Hello TransTech,1000000000.0,2018-06-01,Auto & transportation,Shanghai,China,Asia,2016,2000000000.0,"Ant Financial Services Group, GGV Capital"
Miaoshou Doctor,1000000000.0,2019-06-27,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,94700000000.0,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
ECARX,1000000000.0,2020-10-26,Auto & transportation,Wuhan,China,Asia,2016,39400000000.0,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
Eat Just,1000000000.0,2017-11-30,Consumer & retail,San Francisco,United States,North America,2011,44000000000.0,"Khosla Ventures, Horizons Ventures, Founders Fund"
Trumid,1000000000.0,2020-07-15,Fintech,New York,United States,North America,2014,66000000000.0,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
Qualia,1000000000.0,2020-12-21,Fintech,San Francisco,United States,North America,2015,16000000000.0,"8VC, Menlo Ventures, Tiger Global Management"
Beisen,1000000000.0,2021-05-11,Internet software & services,Beijing,China,Asia,2002,38800000000.0,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
Earnix,1000000000.0,2021-02-21,Fintech,Giv'atayim,Israel,Asia,2001,9800000000.0,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
Kujiale,1000000000.0,2019-10-25,Internet software & services,Hangzhou,China,Asia,2011,23500000000.0,"GGV Capital, IDG Capital, Linear Venture"
Orca Security,1000000000.0,2021-03-23,Cybersecurity,Portland,United States,North America,2019,63200000000.0,"YL Ventures, Redpoint Ventures, GGV Capital"
Apus Group,1000000000.0,2015-01-16,Mobile & telecommunications,Beijing,China,Asia,2014,11600000000.0,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
Forte Labs,1000000000.0,2021-05-12,Fintech,San Francisco,United States,North America,2018,91000000000.0,"Iris Capital, Accel, Elaia Partners"
CureFit,1000000000.0,2021-11-10,Health,Bengaluru,India,Asia,2016,66500000000.0,"Chiratae Ventures, Accel, Kalaari Capital"
DT Dream,1000000000.0,2017-06-08,Data management & analytics,Hangzhou,China,Asia,2015,26700000000.0,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
fabric,1000000000.0,2022-02-24,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,29400000000.0,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
JOLLY Information Technology,1000000000.0,2018-05-29,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,9600000000.0,"Legend Capital, CDH Investments, Sequoia Capital China"
K Health,1000000000.0,2021-01-19,Health,New York,United States,North America,2016,27100000000.0,"Max Ventures, Mangrove Capital Partners, 14W"
Mofang Living,1000000000.0,2016-04-13,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,65000000000.0,"Warburg Pincus, Aviation Industry Corporation of China"
Spendesk,1000000000.0,2022-01-18,Fintech,Paris,France,Europe,2015,31400000000.0,"Index Ventures, Eight Roads Ventures, General Atlantic"
TaxBit,1000000000.0,2021-08-04,Fintech,Draper,United States,North America,2018,23600000000.0,"Insight Partners, Coinbase Ventures, PayPal Ventures"
XiaoZhu,1000000000.0,2017-11-01,Travel,Beijing,China,Asia,2012,57200000000.0,"Morningside Ventures, Capital Today, JOY Capital"
Yijiupi,1000000000.0,2018-09-20,Consumer & retail,Beijing,China,Asia,2014,51100000000.0,"Source Code Capital, Meituan Dianping, Tencent Holdings"
YunQuNa,1000000000.0,2021-06-29,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,20700000000.0,"Source Code Capital, Coatue Management, DCM Ventures"
Bordrin Motors,1000000000.0,2019-06-03,Auto & transportation,Shanghai,China,Asia,2016,36200000000.0,"China Grand Prosperity Investment, CSC Group"
Aleo,1000000000.0,2022-02-07,Cybersecurity,San Francisco,United States,North America,2019,22800000000.0,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
Coocaa,1000000000.0,2018-03-16,Hardware,Shenzhen,China,Asia,2006,21800000000.0,"Baidu, Tencent Holdings"
Gymshark,1000000000.0,2020-08-14,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,26200000000.0,General Atlantic
M1 Finance,1000000000.0,2021-07-14,Fintech,Chicago,United States,North America,2015,32300000000.0,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
Ouyeel,1000000000.0,2019-06-27,Internet software & services,Shanghai,China,Asia,2015,43200000000.0,Taigang Venture Capital
SonderMind,1000000000.0,2021-07-28,Health,Denver,United States,North America,2014,18300000000.0,"Kickstart Fund, General Catalyst, Drive Capital"
Astranis Space Technologies,1000000000.0,2021-04-14,Mobile & telecommunications,San Francisco,United States,North America,2015,30300000000.0,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
Away,1000000000.0,2019-05-15,E-commerce & direct-to-consumer,New York,United States,North America,2015,18100000000.0,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
Cabify,1000000000.0,2018-01-22,Auto & transportation,Madrid,Spain,Europe,2011,40700000000.0,"Seaya Ventures, Otter Rock Capital, Rakuten"
Clarify Health,1000000000.0,2022-04-05,Health,San Francisco,United States,North America,2015,32800000000.0,"KKR, Aspenwood Ventures, Spark Capital"
Coda,1000000000.0,2021-07-08,Internet software & services,Mountain View,United States,North America,2014,24000000000.0,"Greylock Partners, General Catalyst, Khosla Ventures"
Deezer,1000000000.0,2018-08-02,Internet software & services,Paris,France,Europe,2007,53200000000.0,"Orange Digital Ventures, Access Industries"
Degreed,1000000000.0,2021-04-13,Edtech,Pleasanton,United States,North America,2012,31800000000.0,"Signal Peak Ventures, Owl Ventures, Jump Capital"
Deliverect,1000000000.0,2022-01-24,Fintech,Ghent,Belgium,Europe,2018,23700000000.0,"Newion Partners, SmartFin Capital, OMERS Ventures"
Envoy,1000000000.0,2022-01-11,Internet software & services,San Francisco,United States,North America,2013,17000000000.0,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
Epidemic Sound,1000000000.0,2021-03-11,Internet software & services,Stockholm,Sweden,Europe,2009,50900000000.0,"EQT Partners, Blackstone"
Figment,1000000000.0,2021-12-20,Internet software & services,Toronto,Canada,North America,2018,16500000000.0,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
Firebolt,1000000000.0,2022-01-26,Data management & analytics,Tel Aviv,Israel,Asia,2019,26400000000.0,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
Five Star Business Finance,1000000000.0,2021-03-26,Other,Chennai,India,Asia,1984,45600000000.0,"Sequoia Capital India, Tiger Global Management, Tencent"
GupShup,1000000000.0,2021-04-08,Internet software & services,San Francisco,United States,North America,2011,38400000000.0,"Helion Venture Partners, Tiger Global management, CRV"
Kong,1000000000.0,2020-12-31,Internet software & services,San Francisco,United States,North America,2007,16900000000.0,"New Enterprise Associates, CRV, Index Ventures"
Koudai,1000000000.0,2014-10-23,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,36800000000.0,"New Enterprise Associates, Tiger Global management, Tencent"
Panther Labs,1000000000.0,2021-12-02,Cybersecurity,San Francisco,United States,North America,2018,14100000000.0,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
Papa,1000000000.0,2021-11-04,Health,Miami,United States,North America,2016,24100000000.0,"Initialized Capital, Canaan Partners, Sound Ventures"
Pristyn Care,1000000000.0,2021-12-07,Health,Gurugram,India,Asia,2018,17700000000.0,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
Rebel Foods,1000000000.0,2021-10-07,E-commerce & direct-to-consumer,Pune,India,Asia,2011,52100000000.0,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
Salt Security,1000000000.0,2022-02-10,Cybersecurity,Palo Alto,United States,North America,2016,27100000000.0,"Y Combinator, S Capital, Tenaya Capital"
Scalable Capital,1000000000.0,2021-06-08,Fintech,Munich,Germany,Europe,2014,31400000000.0,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
SparkCognition,1000000000.0,2022-01-25,Artificial intelligence,Austin,United States,North America,2013,28600000000.0,"March Capital Partners, Temasek, Doha Venture Capital"
Stash,1000000000.0,2021-02-03,Fintech,New York,United States,North America,2015,42600000000.0,"Goodwater Capital, Entree Capital, Valar Ventures"
Symphony,1000000000.0,2017-05-16,Fintech,New York,United States,North America,2014,51100000000.0,"BNP Paribas, Goldman Sachs, Google"
Tripledot,1000000000.0,2022-02-14,Mobile & telecommunications,London,United Kingdom,Europe,2017,20200000000.0,"Lightspeed Venture Partners, Access Industries, Eldridge"
VideoAmp,1000000000.0,2021-10-21,Internet software & services,Los Angeles,United States,North America,2014,38200000000.0,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
Yidian Zixun,1000000000.0,2017-10-17,Mobile & telecommunications,Beijing,China,Asia,2021,15100000000.0,"Phoenix New Media, Tianjin Haihe Industry Fund"
Yotpo,1000000000.0,2021-03-18,Internet software & services,New York,United States,North America,2011,43600000000.0,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Neon,1000000000.0,2022-02-14,Fintech,Sao Paulo,Brazil,South America,2016,72000000000.0,"Propel Venture Partners, Monashees+, BBVA"
Alloy,1000000000.0,2021-09-30,Fintech,New York,United States,North America,2015,15600000000.0,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
Epirus,1000000000.0,2022-02-14,Other,Hawthorne,United States,North America,2018,28700000000.0,"8VC, Bedrock Capital, Broom Ventures"
Klook,1000000000.0,2018-08-07,Travel,Central,Hong Kong,Asia,2014,72200000000.0,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
Yaoshibang,1000000000.0,2021-06-15,Health,Guangzhou,China,Asia,2015,49600000000.0,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Signifyd,1000000000.0,2021-04-15,Fintech,San Jose,United States,North America,2011,39000000000.0,"Menlo Ventures, Resolute Ventures, IA Ventures"
Motorway,1000000000.0,2021-11-29,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,27600000000.0,"Marchmont Ventures, BMW i Ventures, Index Ventures"
RIDI,1000000000.0,2022-01-24,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,17800000000.0,"Atinum Investment, Company K Partners, GIC"
Athletic Greens,1000000000.0,2022-01-25,Health,New York,United States,North America,2010,11500000000.0,"SC.Holdings, Not Boring Capital, Bolt Ventures"
GPclub,1000000000.0,2018-10-22,Other,Seoul,South Korea,Asia,2003,6700000000.0,Goldman Sachs
Grove Collaborative,1000000000.0,2019-09-06,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,47500000000.0,"MHS Capital, NextView Ventures, Mayfield Fund"
Tongdun Technology,1000000000.0,2019-04-25,Cybersecurity,Hangzhou,China,Asia,2013,25200000000.0,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
Unisound,1000000000.0,2018-07-19,Artificial intelligence,Beijing,China,Asia,2012,36100000000.0,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
Betterment,1000000000.0,2021-09-29,Fintech,New York,United States,North America,2010,33500000000.0,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
Cava Group,1000000000.0,2021-04-27,Other,Washington,United States,North America,2010,73800000000.0,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
CoinTracker,1000000000.0,2022-01-27,Fintech,San Francisco,United States,North America,2017,10200000000.0,"Initialized Capital, General Catalyst, Kraken Ventures"
